feature	Acidaminococcaceae	Methanobacteriaceae	Peptostreptococcaceae	Eubacteriaceae	Bacteroidales_unclassified	Bacteroidaceae	Clostridia_unclassified	Coriobacteriaceae	Ruminococcaceae	Streptococcaceae	Odoribacteraceae	Clostridiales_Family_XIII_Incertae_Sedis	Bifidobacteriaceae	Prevotellaceae	Lachnospiraceae	Peptococcaceae	FGB42691	Phyllobacteriaceae	FGB40183	Enterobacteriaceae	Selenomonadaceae	Rikenellaceae	Akkermansiaceae	Oscillospiraceae	Tannerellaceae	Clostridiaceae	Clostridiales_unclassified	FGB3035	Oxalobacteraceae	FGB3053	Flavobacteriaceae	Lentisphaeria_unclassified	FGB3608	Barnesiellaceae	Desulfovibrionaceae	Alphaproteobacteria_unclassified	Candidatus_Gastranaerophilales_unclassified	Christensenellaceae	Firmicutes_unclassified	Eggerthellaceae	Bacilli_unclassified	Coriobacteriia_unclassified	FGB1298	Candidatus_Borkfalkiaceae	FGB2882	FGB1217	FGB2916	Erysipelotrichaceae	FGB1340	Sutterellaceae	Opitutales_unclassified	FGB1434	FGB9370	Candidatus_Saccharibacteria_unclassified	FGB12277	Micrococcaceae	FGB6128	FGB40382	Flavobacteriales_unclassified	Pasteurellaceae	Bacillales_unclassified	FGB9823	Porphyromonadaceae	FGB2395	Veillonellaceae	Bacteria_unclassified	FGB42358	FGB3606	Marinilabiliaceae	Enterococcaceae	Morganellaceae	Yersiniaceae	Synergistaceae	FGB9612	Rhodobacteraceae	FGB2897	FGB618	Campylobacteraceae	Candidatus_Sacchiramonaceaea	FGB3047	FGB3048	FGB1677	Victivallaceae	FGB3546	FGB24517	FGB12952	FGB41366	Dysgonomonadaceae	Selenomonadales_unclassified	FGB9659	FGB4549	Fusobacteriaceae	Budviciaceae	Lactobacillaceae	Leuconostocaceae	Promicromonosporaceae	Burkholderiaceae	Carnobacteriaceae	Aerococcaceae	Kytococcaceae	Xanthomonadaceae	FGB1424	FGB1425	Catabacteriaceae	Elusimicrobiales_unclassified	Microbacteriaceae	FGB1538	Bacillaceae	FGB10719	FGB2950	Methanomassiliicoccaceae	Staphylococcaceae	FGB9830	Pseudomonadaceae	Peptoniphilaceae	FGB602	FGB2397	FGB20164	FGB1798	FGB12479	FGB4425	Candidatus_Methanomethylophilaceae	Puniceicoccaceae	FGB1218	FGB2164	FGB11737	FGB9475	FGB1456	Listeriaceae	Acholeplasmatales_unclassified	Pirellulaceae	FGB14246	Tropherymataceae	FGB1302	FGB12541	Coriobacteriales_unclassified	Actinomycetaceae	FGB25373	FGB343	FGB637	Propionibacteriaceae	FGB11875	Comamonadaceae	FGB636	FGB1062	Hafniaceae	FGB9501	FGB9736	Atopobiaceae	FGB25442	FGB2801	Muribaculaceae	Lawsonellaceae	FGB11371	FGB16911	Neisseriaceae	Corynebacteriaceae	FGB3011	FGB2394	Saccharomycetaceae	Tissierellaceae	Tissierellia_unclassified	Aeromonadaceae	Enterobacterales_unclassified
SRR16554634	0.0192292859211154	0.000631977452137002	NA	3.76809285187728e-05	0.0191716265137175	0.138512058529356	0.313083880528696	0.000929125713946116	0.141157183843733	NA	0.00261831874777929	0.00135158202999048	0.000886766280879711	7.63734255883852e-05	0.0479843864394178	0.00069153355056768	NA	5.2601564643656e-05	6.53726175980052e-05	0.00765251608710111	NA	0.0744164197807172	0.0265688479878005	0.00305481057746655	0.0665787866488125	0.0140879887614734	0.0206773463016422	NA	NA	9.90072719134198e-05	NA	0.000170069962609897	0.000630333653241888	NA	0.00857038810091914	0.0012344929702308	NA	0.000144907194907764	0.000681038526852719	0.00421470036707294	0.0326448344884182	NA	NA	0.00152734206569885	0.000185622829079055	0.000200922803410503	0.000171334423298447	0.00844217178710023	NA	0.0112094440039906	NA	2.42776452201489e-05	NA	8.37072975819718e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.51735282625931e-05	NA	NA	0.00189631169461757	0.000752859893962327	0.00104330651412213	0.000115824599071127	NA	NA	NA	7.04304603522029e-05	NA	0.0195536200877283	0.00328355151602514	0.00273389045471271	0.000394132396620855	0.000384396049319025	5.43718096076252e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR16554635	0.00375157084681059	NA	NA	NA	0.123826561238194	0.237330877558159	0.0488268851241347	0.000404857425409068	0.143238773033688	3.6922997197307e-05	0.0157981845113425	0.00114040239589226	NA	NA	0.0772380518476613	NA	NA	NA	NA	0.00587151228823257	NA	0.149739811627937	0.043930161554307	0.0113028635835604	0.00824322106726895	0.0491086658922194	0.00800548878706875	0.000398163782642305	6.32657203439237e-05	7.7624663698432e-05	NA	NA	2.32118257234532e-05	NA	0.00423221758225623	NA	NA	4.717938530767e-05	0.000988715813838998	0.000194115640236134	NA	0.00011800244425923	NA	0.00101570630886627	NA	0.000151794544033373	NA	0.000394816961258923	0.0474197086753929	0.0161966721799251	NA	NA	NA	NA	NA	8.6585508047486e-05	NA	NA	NA	0.000257921170480604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000539486014605097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR16554636	0.0201782540226498	NA	0.00344716006548071	NA	NA	0.000617826380119681	0.145551227807699	NA	0.216266346285908	0.00322225348394074	NA	NA	0.000194237502239065	0.108324743768732	0.195634945504602	NA	NA	NA	NA	2.17794910977441e-05	NA	NA	0.02784263473171	0.000175347127307348	NA	0.0728572869954659	0.0171731287305713	NA	NA	NA	NA	NA	NA	NA	0.0134415018425894	NA	NA	0.000387808285362893	NA	0.00187370295352123	NA	NA	NA	NA	NA	NA	NA	0.0483142451650641	NA	0.0606678836512917	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000480482242380845	NA	NA	NA	NA	0.0037342937644428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00197615545756266	NA	NA	NA	0.0320823015855025	0.0131070310864455	0.00808152463549355	0.0013581068377379	0.00298779059508237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR16554637	0.00264275750243465	NA	NA	0.000424721288617576	0.0894993244230479	0.0660924386637167	0.0189358275270013	0.000534889354468304	0.0427315980515991	NA	0.000667920484178016	NA	NA	0.669787811626219	0.0125347013456455	NA	NA	NA	NA	0.000259575529673386	NA	0.00170037391211693	NA	0.00101873558962353	0.0473650372072438	0.00692506253313815	0.000933451044437927	NA	NA	NA	NA	NA	NA	NA	0.00447329136879994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0043674832360572	NA	0.00898858697120126	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000277440621432963	NA	NA	0.000437375728613943	NA	0.0160819854582407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00331961053249245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR16554638	0.0167753778650021	NA	0.00492577018793444	0.116468608568795	NA	0.105182393785515	0.101687119196773	0.0163240665773695	0.154105194034751	0.00182181114025498	2.22372294501509e-05	9.43216712248012e-05	4.19373253388752e-05	1.38796130125103e-05	0.169266507225234	NA	NA	NA	NA	0.00832582764654744	NA	0.149505520131035	0.000386241273939534	0.0382756446371339	0.0216113036762319	0.0175195042142535	0.0445553486879662	NA	NA	3.6863058216022e-05	NA	NA	0.000799346315000056	NA	0.00347632070860648	NA	NA	0.00290367473947743	NA	0.00402105820855984	NA	NA	NA	NA	NA	NA	NA	0.0147929810946239	NA	NA	NA	NA	0.00136124677728072	0.000795615236233252	NA	0.000315201534219589	NA	NA	NA	NA	NA	NA	NA	NA	4.34297568455968e-05	NA	2.910241438107e-05	NA	NA	0.00041922401023808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000574287643786448	NA	NA	NA	NA	NA	NA	NA	NA	0.0028260683011279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000696965513638958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR16554639	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00681471995963679	NA	NA	0.00583683061023312	0.000754068197927821	NA	NA	NA	NA	NA	0.313562122194695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.11910027324689e-05	NA	NA	NA	0.000396228562183891	NA	NA	NA	NA	0.395243646289916	NA	NA	NA	NA	NA	0.00272869860168335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.258612658474287	0.00978386348897758	0.00250453469193572	0.000462038150366683	0.000337959655980378	0.000161610525146803	4.14737508860301e-05	5.31275321267328e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00257394324197226	NA	NA	NA	0.000149099848226637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR16554640	0.00962892267671156	NA	8.64668913072169e-05	0.00112656174050267	0.189190425016194	0.307592529867376	0.0110043747045985	0.000986351017004505	0.099211655996999	NA	0.00962946444921349	NA	0.00246192260324721	0.0135840786497642	0.0835464124583404	NA	NA	NA	NA	0.000212808238756108	NA	0.0947763812327405	0.000465707642654659	0.0140771999810163	0.0275107742297458	0.0502572010775638	0.00540439741570182	0.000767691635227608	0.000992093805524909	0.000106079055876899	NA	0.000582405439569286	NA	NA	0.0124612009622746	NA	0.0222486462730494	0.000220934826284981	0.000677865754408457	0.000106079055876899	0.0112480639759644	3.79240751347442e-05	NA	NA	NA	3.46734401231947e-06	NA	0.00236234481739341	0.0074350691074168	0.0151496928258269	NA	NA	NA	NA	NA	NA	NA	NA	0.00152259743940979	NA	NA	NA	0.000523460591359856	0.000400803296924054	0.000881138797130686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000194929746192585	1.40860850500479e-06	NA	0.000697911336979679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000495613484760915	NA	NA	NA	NA	NA	NA	NA	0.000126016283947736	2.92557151039456e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR16554641	NA	NA	0.000229193925190247	0.00396687855097206	0.304006717318224	0.289875380868859	0.0116336179758281	NA	0.107639756230422	0.000308331120381182	0.0102241203641842	0.000185629068093673	NA	NA	0.0699443349194168	NA	NA	NA	2.64541121904264e-05	0.00530782061230125	NA	0.000919477397325118	0.0175716093117124	0.0128249535899187	0.0855712855584075	0.0193130778886737	0.0238528286819312	0.00428612902829993	0.000557112345661362	NA	NA	NA	0.000566568283635813	NA	0.00405468368930624	NA	NA	0.000342890322263995	NA	0.000557675199112222	NA	NA	NA	0.0017010556991895	NA	0.00041538584673478	NA	0.00314522508340644	NA	0.0121588728161708	NA	0.000207242640606702	NA	8.3077169346956e-05	NA	NA	NA	NA	NA	0.00063748781844419	NA	NA	NA	NA	0.00780114882892148	NA	NA	NA	1.2382775918923e-05	4.82928260837997e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.33021328656096e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR16554642	NA	NA	NA	NA	0.102659976724663	0.701910730830895	0.0192363811787228	NA	0.0699175873747433	0.000614704516112948	NA	NA	0.00582556927518849	NA	0.0322621860018462	NA	NA	NA	NA	NA	NA	NA	NA	0.0248335598307537	NA	0.00491924451357371	0.0239506571708976	0.00370551723188152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.54454356003281e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00827091711802799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00105550243976876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00075202035732477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR16554643	NA	7.84812080582852e-05	NA	0.000179149584710492	0.019973172408698	0.121941622727025	0.483520362510011	NA	0.0770078856501655	NA	0.0656433346559089	NA	NA	NA	0.0502839131462042	0.00013442119695998	NA	NA	NA	0.000968210272045371	NA	0.0677648056274213	0.0262639428062	0.00368306998659093	0.0167841209738845	0.0109903195495155	0.0208254901298964	NA	NA	NA	NA	0.000357945118858314	0.000678478894927942	NA	0.0105783227114231	NA	0.000479620495562212	0.000587015832905129	0.00155664230720118	0.00153197678466857	0.00566079642965971	NA	NA	NA	NA	NA	0.000172068573457113	0.0100074751875465	NA	NA	NA	NA	NA	3.30447191824359e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00121769790187276	NA	NA	NA	NA	0.000748108838919504	NA	NA	NA	0.000318291455839391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.99525619452765e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR16554644	0.00898084506549576	NA	NA	NA	0.163766482749623	0.112766769928392	0.0478658757540202	NA	0.186537638260696	NA	0.00672131004179823	NA	0.000117404551255781	0.144135798467046	0.0298841826215733	NA	NA	NA	NA	0.104587753720232	NA	0.0610194072336683	NA	0.0320836081233094	0.0439460916095249	0.0139313366317177	0.00736341644027591	0.000631049462999825	NA	NA	NA	0.00217087850468417	NA	NA	0.0115065506814239	NA	NA	NA	8.79528958465828e-05	9.49891275143094e-05	NA	NA	NA	NA	NA	NA	NA	0.00119666197148979	0.0119556632970153	0.00404161146994217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00403367057991717	NA	NA	NA	NA	NA	NA	NA	0.000483389115572819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.96616949658879e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR16554645	0.00473985977846157	NA	NA	NA	0.26202812340972	0.278886304889121	0.0441954048749704	NA	0.247278230856649	NA	0.00280669396565741	NA	0.00054811117527165	NA	0.0886884311517871	NA	NA	NA	NA	NA	NA	0.00532224850167564	NA	0.0297156677398176	0.0063550793613126	0.0144278813574964	0.00326065174802311	NA	NA	0.000670829191462957	NA	NA	NA	0.00248677018486145	NA	NA	NA	NA	0.000577115254299855	8.69023731489026e-05	NA	NA	NA	NA	NA	NA	NA	0.00049504689432232	NA	0.00743064729194188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR16554646	NA	NA	NA	0.000480499855850043	3.3499989950003e-05	0.0676584797024561	0.0104100968769709	NA	0.0349258895222331	NA	NA	NA	NA	0.000404899878530036	0.0259704922088523	NA	NA	NA	NA	0.00911039726688082	NA	0.796879360936192	NA	NA	NA	0.0103264969020509	0.0089427973171608	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00055359983392005	NA	NA	NA	NA	NA	NA	NA	0.000324299902710029	NA	0.033695689891293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000194499941650017	NA	NA	NA	8.8999973300008e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR16554647	0.0163713135008419	NA	NA	0.000601483894645504	0.26550847814241	0.27441770531657	0.0351959696530814	9.59860058582358e-05	0.112364030922195	9.95015865389481e-05	0.0101846372320235	NA	NA	NA	0.0962850432815922	NA	NA	NA	NA	NA	NA	0.021064400644097	0.0590482257769833	0.0114730442851306	0.0291453357033319	0.0357970274167353	0.00429103255267911	0.000443495829509252	0.000219350927926867	NA	NA	NA	5.61427581434964e-05	NA	0.00357950032945252	NA	0.000264414280288725	0.000320876636675923	0.00225082389763907	0.000167682545195187	NA	NA	NA	0.000309690698146383	NA	NA	NA	0.000624175369948284	NA	0.0194317862825238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.46090647649861e-05	NA	1.55537811934544e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.87497636304656e-05	NA	NA	0.00028870374681001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.00422349079051e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.11859385295391e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR16554648	0.0265729026572903	NA	NA	NA	0.470026447002645	0.305694230569423	0.00223460022346002	0.00115850011585001	0.0375506037550604	NA	0.00283420028342003	NA	0.000483800048380005	NA	0.0562815056281506	NA	NA	NA	NA	0.000936400093640009	NA	NA	NA	0.00580050058005006	0.0755646075564608	0.0121519012151901	0.00222740022274002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000212200021220002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000270200027020003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR16554649	0.0524096052409605	NA	NA	0.000433500043350004	0.285044328504433	0.128719912871991	0.00388360038836004	0.00166680016668002	0.0302279030227903	NA	NA	NA	NA	0.282254728225473	0.0713578071357807	NA	NA	NA	NA	0.000641300064130006	NA	0.0163424016342402	NA	0.00447580044758004	0.0522553052255305	0.0174411017441102	0.00560930056093006	NA	NA	0.000302600030260003	0.000115700011570001	NA	1.82000018200002e-05	NA	0.00679600067960007	NA	NA	NA	NA	0.000688000068800007	NA	NA	NA	NA	NA	5.20000052000005e-06	NA	0.000213400021340002	NA	NA	NA	1.90000019000002e-05	NA	0.000105300010530001	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0248219024821902	0.0135236013523601	NA	NA	NA	NA	0.000453300045330005	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.30000063000006e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.80000038000004e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000164300016430002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR16554650	1.29758317166661e-05	NA	0.000152522934213444	0.00165396325153399	0.128246405125499	0.451326858469189	0.0102825498738613	0.000215467100347798	0.0759985357798316	0.00127379414685272	0.0113587471447479	0.000411015160779661	NA	NA	0.078646857503969	0.00196834261295006	NA	NA	NA	0.0660269505748294	NA	0.0397055897606574	9.33349298918089e-05	0.00196868408220576	0.0414517497112308	0.0145312241763875	0.0124256109226454	NA	0.000878486571835343	0.000657783609566785	NA	NA	0.000177564012964905	0.00162197896458326	0.00162584894948122	1.00164315005844e-05	0.0439362800157167	1.05855469267539e-05	0.00368513620753318	0.000372998250311534	NA	NA	NA	NA	NA	NA	NA	0.00137600727739278	NA	0.00338931000901024	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00019167807553391	NA	NA	NA	NA	0.00171349272511133	NA	4.21145415365479e-06	NA	NA	0.000677475003312252	NA	NA	NA	NA	0.000736435361463419	NA	NA	NA	NA	0.000291045628943116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000892486811319114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR16554651	0.00255291391484325	0.00209742176363337	0.0021507185050706	1.89788396337448e-05	0.0239332267225182	0.107246172968985	0.173407967836846	0.0023298475531206	0.400185082684045	0.000239315368258385	0.017312211531387	NA	0.000693117622788543	0.00685487089319359	0.0325315510209706	NA	NA	NA	NA	0.000862107290760243	NA	0.0654539881431649	0.00211835048405141	7.74752631624103e-05	0.0371874763576955	0.0264003458828527	0.00164504942167836	NA	0.00660476618459547	NA	NA	0.00270552458422692	0.000534657311052002	0.017665009961291	0.00973354489106536	NA	NA	0.00111715169734522	0.000725615635860024	0.000552076246058316	NA	9.21643650707196e-05	NA	0.0003998555528315	NA	NA	1.54690542220249e-05	0.0370521546312658	NA	0.00238327428661012	0.00581844426031792	0.000246594923186396	0.000283642658087884	NA	NA	NA	NA	NA	NA	0.000236065566951237	NA	NA	NA	NA	NA	NA	NA	NA	5.45966619600878e-06	0.0003287499002311	NA	NA	0.0035451432499417	NA	NA	0.00042598395534097	NA	NA	4.28973772543547e-05	NA	1.44291178037375e-05	NA	0.000283382673983313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00282550724848683	0.00106424493206485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
