feature	Acidaminococcaceae	Eubacteriaceae	Bacteroidales_unclassified	Bacteroidaceae	Clostridia_unclassified	Ruminococcaceae	Odoribacteraceae	Prevotellaceae	Lachnospiraceae	Enterobacteriaceae	Rikenellaceae	Akkermansiaceae	Tannerellaceae	Clostridiaceae	Alphaproteobacteria_unclassified	Sutterellaceae	Veillonellaceae	Lactobacillaceae	FGB1798
SRR16554736	-6.21408493065395	-8.80767554682695	-3.11865969584495	-2.6271892794093	-3.2721792257423	-2.07550636363825	-6.11821905000857	-7.60917145204347	-2.97293722490799	-8.26578017865651	-4.29787831150422	-7.97136939993308	-5.14205674666467	-4.89593116913968	NA	NA	-10.1568438421021	NA	-9.37975413383939
SRR16554737	-6.3971048646874	-11.1241913162532	-1.68226453443058	-1.25385945581742	-7.0279588955269	-4.41896669312476	-7.01540558937959	-14.8568034661411	-5.59638574145257	-3.16527447295194	-8.22720952556271	NA	-5.46880722273619	-8.38297214207803	NA	-5.57546616750291	NA	-11.6942071199983	NA
SRR16554738	NA	NA	-1.98692351589358	-1.13338926362936	-7.82527060739779	-2.50034569071746	-7.44438580189843	NA	-4.71049001556301	-14.2144924770366	NA	NA	-5.25643993770914	-5.65604686087685	NA	NA	-9.32999414380693	NA	NA
SRR16554739	NA	NA	NA	-0.379264542241421	-10.4911355035332	-4.67121703945455	NA	-14.4889074026411	-3.3272094104652	-6.68760820708822	NA	NA	NA	-4.94561297686568	NA	NA	-6.33813212417414	NA	NA
SRR16554740	-7.53961584229321	-14.964134641574	-2.56477192096356	-2.70550091242469	-3.12885931330205	-2.06364102492962	-7.23777972741529	-8.01061788609409	-3.39774027388004	-13.3686797670352	-4.1726033471909	-4.96997221391169	-6.34153501312779	-3.97546809328816	-8.79077665028698	-7.01489367573396	NA	NA	-12.6327599830205
SRR16554742	-5.45474748777067	-13.0404639126856	-3.11848312641717	-1.95879388212381	-6.43255842833818	-3.82572541623504	-8.17965194415031	-9.74858755934529	-4.22583074816279	NA	-4.0092681194098	NA	-5.24038316736421	-5.90436740899531	-1.72909075870139	-5.70437103524044	NA	NA	NA
SRR16554743	-3.95877784191411	-7.87687362857482	-7.70122092938286	-6.97363882098776	-3.52466159440705	-2.84042473322785	-12.7332976358845	-10.7838859346521	-1.90881553903393	-5.78186762881327	-10.4624691358887	-1.48942799925679	-7.6381816610136	-10.9786713164508	NA	NA	-10.7556819754812	NA	NA
SRR16554744	-4.87141167351908	-6.53865221798547	-14.5112212167845	-1.81164384834651	-4.11747528365086	-2.42790198642623	NA	-14.9086563995979	-2.69848143955728	-4.1304474553616	-3.01407897731054	-5.7381520738482	NA	-6.21796777247167	NA	NA	-14.9747455900557	-9.27528158154171	NA
SRR16554745	-6.53867414694485	-7.59821737357452	-2.63695395781565	-1.5544841699062	-5.18277283100914	-3.99204200890876	NA	-8.51419055897742	-3.40689357538998	-14.1475880113709	-4.52613773374826	-4.44111549728308	-4.31705986381957	-5.3458605835737	-4.55840079519576	-6.5130701112277	NA	NA	NA
SRR16554746	NA	-11.8389484955077	-3.17319392719291	-0.843343388711117	-7.15113957902976	-4.03203270620439	-5.92352903135915	NA	-4.10691700923174	-11.7401511844041	-4.35574415154076	NA	-5.25184362635874	-4.9215285942786	NA	-6.97944105260696	-4.71195625457094	NA	NA
SRR16554747	-5.47275117831792	NA	-1.45032074849988	-1.78891569518665	-6.9265607268949	-5.68730690239623	-8.3447363530907	-6.15690592855813	-4.4427928991766	-5.17149224081457	-5.11191448559009	NA	-3.69745350708053	-4.93907845360076	NA	-5.8015561008739	-5.64873136196609	NA	NA
SRR16554748	-5.01575243570437	-9.26892880479914	-15.9747531547769	-0.8825638069158	-6.92566093301908	-5.52333452733304	-6.14204990507385	-9.32959511952934	-4.42492170239152	-5.07110140227598	-5.17180491639816	-14.2080402172166	-2.81506573971007	-4.67849412778853	NA	-5.60111763000466	-11.2770133078385	-13.5354994180772	-13.2960552157899
SRR16554749	-6.22458070076971	-10.4949477833865	-2.80613524442496	-3.28837398705928	-4.20268851927588	-1.83555522377107	-6.61573253933423	-2.46469260052562	-4.44309847353757	-12.918727274699	-4.1217438847498	-4.67353869682228	-4.61862482070169	-6.92789345215252	NA	-7.63938640649864	-10.2034652168524	NA	NA
SRR16554750	-6.02654580440381	-8.3793018453939	-4.49293795436042	-3.08692953836175	-4.50834833298636	-3.10398453756791	-8.06528934905501	-1.05457063563053	-5.28895118977902	NA	-6.35031775549805	NA	-6.59510938053995	-5.86898873010829	-8.24379942702986	-6.11820148110772	-10.4432572771672	NA	NA
SRR16554751	-5.2916770653289	-8.3854434289841	-3.44481798603369	-1.12262679120338	-8.56788489844179	-3.21125756484952	-8.25542626662953	-3.0342595756739	-4.64646036100657	NA	-4.50068402953692	-8.85277113163493	-4.85302265159506	-5.22698131074165	NA	-5.94943600903868	-15.6821869865041	NA	NA
SRR16554752	-5.76006996337649	-11.5364917354308	-2.77798657386095	-1.68341561565755	-5.89718536145648	-2.78128527395514	NA	NA	-4.0804843242544	-11.7645811829331	-3.56413828177778	-4.08629929576747	-6.94449527900564	-5.63616217897962	-3.53225291198401	-5.69924552200237	-7.44778841100493	NA	NA
SRR16554753	-10.3497049460538	-13.5340402387457	-2.43826054006087	-1.99337808391036	-8.14325406858642	-2.76353170512502	-7.34945944362139	-4.98969740377372	-4.4282710782608	-4.41827226084214	-3.16630248220259	-3.84921785658326	-6.3576078507913	-4.30827801201117	NA	-6.86889783848264	-11.9213724261687	-10.4145854406167	NA
SRR16554754	-6.87724063726517	-10.8418161585902	-4.51625420657892	-1.79333460616337	-3.71680636337766	-3.05955504232399	-8.42185598074229	NA	-3.76388432413791	NA	-1.98661248215119	-8.52067725336703	NA	-5.29129781800744	NA	-5.82217331068818	-10.2793829143118	NA	NA
SRR16554755	-6.78131137582498	-9.50247826014444	-1.65498479559323	-1.5581495098282	-7.95696761143222	-4.63417837862468	NA	NA	-3.31496157361083	NA	-4.2956371310304	NA	-4.48490763155365	-4.69527934181179	NA	-5.31556909612811	-9.87574617768303	NA	NA
SRR16554756	-10.5165562818379	-9.371574162718	-4.77768687868633	-3.08588741667982	-2.82698763136611	-1.33030680388074	-8.49718796863575	-5.61901204043127	-3.63959782816128	-12.2320910963451	-3.42383115918412	-5.33947703649121	-7.17188044523972	-5.45577221365008	NA	-10.175082975331	-6.8491098311223	-11.4201168586106	NA
SRR16554757	-13.3922018025504	-12.3974639179558	-4.9047910086978	-4.44360775886908	-3.87452763722535	-2.11582750013108	-8.81279432050254	NA	-3.52831814218249	-6.68071023720859	-2.16158596968112	-3.71496110357823	-7.14079982668742	-5.91341255216692	-11.5798531232019	-8.58935608901454	-6.04386038951242	-9.61927071109634	NA
SRR16554758	-6.30851149842839	-7.83119292808272	-1.96951417649548	-2.1819092746919	-5.80585489475196	-3.68496871116883	-8.8483417360352	-4.14026015241925	-3.33826029136638	NA	-4.2506018523618	-3.93762834610116	-5.16699069532502	-4.33587960061698	NA	-4.92738066913509	NA	NA	NA
SRR16554759	-8.64114646943762	-9.00423503761169	-1.95641639575897	-1.50939454706137	-5.15465238897765	-3.17618934683157	NA	-15.0885897375358	-4.96431078340607	-12.6582391827625	-2.6577647763129	-15.6387868200963	-15.2311288511831	-6.78592295361831	NA	-6.93082909588543	-7.73952239047088	NA	NA
SRR16554760	NA	-11.7683719235286	-4.11782381131769	-2.57148711572307	-1.97076768118524	-1.71177779200469	NA	NA	-4.46231985075294	NA	-5.03810602521978	-5.0856809972939	-5.83840818246025	-7.3071774428071	NA	-8.54353577447635	-8.51237727769486	NA	NA
SRR16554761	-6.51199505788918	NA	-1.67230297883989	-1.28078100084415	-7.50932673938798	-5.19386474411224	NA	NA	-4.33619021668874	-12.0067365680231	NA	NA	-3.46779901418962	-5.99642906955112	NA	-4.86160796155997	NA	NA	NA
SRR16554762	-7.37567206269802	-10.0097273860454	-2.95729785712264	-2.2602934260243	-5.94328463662207	-1.99487242933598	-5.39102552942888	-3.79612636373631	-3.43612612457347	NA	-4.77110834013053	-9.2270703695841	-5.88353130580473	-4.42689558286245	-4.9916563753217	-5.48888789106523	NA	NA	NA
SRR16554763	-6.67048520415033	-8.6470903472115	-3.95454212054249	-4.64253453285755	-3.48768951988696	-1.51164646468884	-8.43595370042531	-3.20052347103027	-3.28461963452656	NA	-3.71675486742012	NA	-6.87502878695821	-5.24463342555634	-7.66820133234115	-8.81371094976479	NA	NA	NA
SRR16554764	-6.31987403747801	NA	-3.18107192640528	-2.92887643746509	-4.34274949953455	-3.61899124500511	-7.46255051378709	NA	-3.80290864180312	NA	-3.43269976436573	-2.30985159219389	-4.78021925095305	-3.85651565695362	-6.0831641503397	-5.9375898325417	NA	NA	NA
SRR16554765	-6.52737311350127	-16.5199574575071	-2.16055790847058	-1.7875372007017	-5.29933729005923	-2.55142115348448	-7.90204926156383	-4.03081446292706	-3.7633427612201	NA	-5.16349448278846	NA	-4.63940201817519	-6.51220131604573	NA	-6.77571225203774	-13.0039423105034	NA	NA
SRR16554766	-5.89939877167451	-3.49295220037663	-4.66746429815185	-3.98003571423913	-3.4942897001644	-2.99562024262652	-9.60308979604178	-8.87076283033571	-1.9322591948451	-12.7411171792117	-4.82369867376909	-10.4703179261887	-7.17777736294949	-5.2132029006755	NA	-7.72318029143524	-10.8396565014103	-5.31094953347702	NA
SRR16554767	-6.3925373455348	-7.53932933652895	-1.4876409913653	-3.71289745950877	-6.45720923997063	-3.16965505807118	-7.7476805545501	-2.26383714320383	-4.03026564633373	-12.3342687494382	-5.35892484412057	-7.77398762297507	-4.80275599372746	-5.62636595975167	NA	-5.55005690919861	-13.0972032637229	NA	NA
SRR16554768	-8.32325150834465	-11.6855692050615	-1.9352434150822	-1.29091136336262	-5.56174750078665	-3.97567620486216	-6.61563419776612	NA	-4.07140509276937	-5.10782240374625	-4.2669882540457	NA	-7.30811122529648	-8.66488759117652	NA	-6.98381226695946	-5.48047197574045	NA	NA
SRR16554769	NA	-5.51968424084549	-5.40773904726089	-4.3036830792475	-2.79472551726439	-1.86021600514106	-7.99876055264563	-2.24384803099627	-3.90966090098046	-15.1183773155519	-7.80705670120759	NA	-6.62257805325619	-6.56666458344542	-7.36600833897571	-6.62952829950604	-8.81340790613917	-10.4107292560149	NA
SRR16554770	-6.42284311098326	NA	-2.09511516229917	-1.07854043759214	-5.5822211361212	-5.70276039670528	-5.80127466511115	NA	-3.74404732963243	-13.2949628414109	-5.16498342375911	-5.88875454450863	-4.60515234020354	-5.17515977895417	NA	NA	NA	-9.05702159322197	NA
SRR16554771	-6.15529074426747	-10.8922380819019	-1.65826860366846	-2.00108176710994	-7.13617183215521	-4.18257332190335	-4.35826161135904	-4.34479232501252	-3.8378234302747	NA	-5.28906760922852	-6.66364140651006	-5.51371522397417	-4.35164146042162	NA	-6.11119174890133	-7.01883819029642	NA	NA
SRR16554772	-7.51149593833835	NA	-2.94713606433462	-1.55296688696946	-8.98235805278688	-4.45119781305982	-6.61944678183571	-2.39562950221859	-5.24510987090879	NA	-3.76349051433493	-8.39090374553714	-4.68406450270415	-5.46723200179694	NA	-4.8359786474422	NA	NA	NA
SRR16554773	-5.15587022242952	-9.9049484487242	-1.38244646363704	-2.20406615313151	-7.10322866669281	-3.91836978904224	-7.04812535392975	NA	-3.91127792696759	-3.46367536743217	-4.1688036031345	-14.3238600815147	-7.13146403674506	-5.55339977543074	NA	-5.80473587011559	NA	NA	NA
SRR16554774	-5.78865396159998	-15.8746780222941	-1.86104387844866	-1.37911501436734	-6.7802285702818	-3.35734132706279	-7.94323300172263	NA	-4.96679295339502	-3.3555955446154	-6.45537059394113	NA	-6.19767805927858	-8.92318807295152	NA	-5.54061723540446	-13.1836472182037	NA	NA
SRR16554775	-6.55166727468527	NA	NA	-1.10893432272217	-5.18662465035615	-2.53923196789938	-5.3598313405203	NA	-3.12463846982751	-4.54029586888108	NA	-10.0368386975112	NA	-3.61374311170717	NA	-5.81081322190697	-8.62649601811654	NA	NA
SRR16554776	-6.15690616599277	-9.09596907825088	-2.57593830932576	-2.5602674656682	-4.70350598153876	-2.28657275218807	-6.67142580618658	NA	-2.58321655924032	-14.5338689087655	-3.91051722389236	NA	-4.10136481092661	-4.49713279500531	NA	-5.08468576896003	-14.4180825976023	NA	NA
SRR16554777	-5.12772038675019	-9.40983177661027	-4.8967961241906	-3.21341510322362	-2.14298407496655	-2.74989546000771	-6.84273690341486	-6.63746307039622	-5.74637111294722	-4.12419433751968	-3.89243910533359	-4.20894668241144	-4.3601798829508	-7.32612991478851	-6.20561811295468	-9.56001474294168	-13.5540543042476	-8.53972845782338	NA
SRR16554778	-7.13999426205674	-2.65795845255483	-13.2776507568116	-6.78966698375708	-3.49632673885534	-3.13971744170934	NA	-11.7545766427235	-1.23359609979877	-14.6696877451369	-8.72961690258441	NA	NA	-6.40889779421441	NA	-13.4464543473611	NA	NA	NA
SRR16554779	-5.61090900603579	-7.1364875052616	-3.8260617141527	-1.71185734872663	-5.23621289587562	-2.6490070806814	NA	-17.7254732986383	-3.72121124444205	-7.4611850386141	-2.62861621330826	-5.38802011017269	-5.21219372547098	-6.74877729062457	-8.50344108755807	NA	-18.5810833893031	-8.07050758121716	NA
SRR16554780	-5.73367937129558	-9.87427791169367	-3.87162905331768	-2.1341031910792	-4.46408019978582	-2.67556905414043	-2.18734997608337	-5.92175859125889	-5.08781008748869	-6.08566739332256	-3.84592633849246	-12.8892674957519	-4.86580692406153	-6.55637381028988	-4.79539994784833	-6.18298334976439	-8.89761851988524	NA	NA
SRR16554781	-6.27341576540306	-12.4217660263404	-1.90501956486978	-1.37061770021209	-6.6696119373495	-3.23725249277583	-6.70885532924028	NA	-4.78058716274137	-16.5600890303969	-4.93775345999973	NA	-3.85071222710156	-6.16116367718757	NA	-6.17177031787782	-7.44465516383986	NA	NA
SRR16554782	-10.1296890811215	-11.4310732674681	-2.71079464168777	-1.62159445391897	-4.15505261863163	-2.51266915481442	-6.01495172087898	NA	-4.21251269516085	-7.64123600115819	-3.63539597251344	-8.72955966753223	-5.17765459367501	-6.1508782211176	-6.56523340630939	-5.71647713946341	-7.97175707212899	NA	NA
SRR16554783	-5.57209272000711	NA	-2.06840142216124	-1.54530164953241	NA	-8.86202466787265	NA	NA	-4.06982633492246	-1.94873492612607	-6.07238825320593	NA	-5.52677104148309	-6.05564145115353	NA	NA	-10.1264050078881	NA	NA
SRR16554784	-5.42512505698503	-9.05065448146985	-2.84771357224193	-1.42411879289483	-7.38900588222418	-3.24851853351449	-5.44192227908703	-6.95216557224997	-3.36387840810138	-7.81142961502209	-4.02269879166627	-14.1557056166945	-4.15824763297527	-4.84850480755364	NA	-5.47841259754277	NA	-9.40489725499407	NA
SRR16554785	-8.52070779616431	-7.55660968007593	-5.26323482068432	-2.71510079555141	-3.8768673952042	-2.43487408699631	-3.11494974187021	-6.56056056016008	-3.23703561487894	NA	-3.36100484550967	-2.71846152667571	-4.99528785707491	-6.18143780450343	NA	-7.66927946333533	-7.99995736975615	NA	NA
SRR16554786	-7.37754467743785	-2.50223929704817	-12.4247728258816	-7.18374623040606	-3.59910307537999	-3.26404979942109	NA	-10.3962036736848	-1.25038249864399	-12.927486914843	-9.14421236746275	NA	-13.4441381507485	-6.22577236849991	NA	-13.733933624695	-15.092876561903	NA	NA
SRR16554787	-6.19293134687295	-10.802731472982	-2.28733742922239	-1.21447598273369	-9.71232012944494	-3.95647685437239	-7.09409699751216	NA	-5.44015552097412	-3.3630316955125	-5.60724940014681	-12.3427361914968	-5.83441919137773	-3.46402338817082	NA	-5.89818243441331	-9.56221133644923	-11.0814105328021	NA
SRR16554788	-5.16240879696829	NA	-2.4363355798103	-1.95797837429327	-7.40472158034397	-5.37338440853731	-5.51023202579903	-5.72085987679017	-4.52150547665057	-10.0094790217521	-3.19352795534975	-2.88822645106403	-4.35179369685017	-6.5786153736106	-4.50655819579754	-6.05706064712841	NA	NA	NA
SRR16554789	-6.29344074300412	-9.98469294746934	NA	-1.32954189192597	-8.12150522250847	-2.10732660431657	NA	-15.0585604000739	-3.04084640855391	NA	-3.53967108513066	NA	-3.94567200974375	-4.80817338215183	NA	-6.06957386034104	NA	NA	NA
SRR16554790	-5.67346830857796	-12.5309361851354	-1.55103990424671	-1.63836253794514	-6.29435985842925	-4.30108693697405	-7.56922604774002	-12.1593773225234	-4.61520242727854	-8.36753809078224	-4.45554060474064	-4.49191091756607	-4.67560826919742	-6.12139674391642	NA	-6.07064412439258	-7.70115003627641	NA	NA
